place1,dis,place2_Y,dir,place2_Z,triplet,question,answer,transition
Sale Moor,near,Withington,south,Walkergate,"Sale Moor is near Withington, south Walkergate",Is Sale Moor near to Withington and north of Walkergate?,No,replace_direction
Sale Moor,close,Swinton South,north,Blythe,"Sale Moor is close Swinton South, north Blythe",Is Sale Moor close to Swinton South and north of Blythe?,Yes,no_change
Sale Moor,close,Swinton South,north,Blythe,"Sale Moor is close Swinton South, north Blythe",Is Swinton South distant to Sale Moor and north of Blythe?,No,flip_place_replace_distance
Sale Moor,distant,Town,east,Irlam,"Sale Moor is distant Town, east Irlam",Is Sale Moor distant to Town and east of Irlam?,Yes,no_change
Sale Moor,distant,Town,east,Irlam,"Sale Moor is distant Town, east Irlam",Is Sale Moor distant to Town and west of Irlam?,No,replace_direction
Sale Moor,far,St. Michael's,west,Knottingley,"Sale Moor is far St. Michael's, west Knottingley",Is Sale Moor far to St. Michael's and west of Knottingley?,Yes,no_change
Sale Moor,far,St. Michael's,west,Knottingley,"Sale Moor is far St. Michael's, west Knottingley",Is Sale Moor far to St. Michael's and east of Knottingley?,No,replace_direction
Tipton Green,near,Wednesbury South,south,Clubmoor,"Tipton Green is near Wednesbury South, south Clubmoor",Is Tipton Green near to Wednesbury South and south of Clubmoor?,Yes,no_change
Tipton Green,near,Wednesbury South,south,Clubmoor,"Tipton Green is near Wednesbury South, south Clubmoor",Is Wednesbury South far to Tipton Green and south of Clubmoor?,No,flip_place_replace_distance
Tipton Green,close,Washwood Heath,west,St. Pauls,"Tipton Green is close Washwood Heath, west St. Pauls",Is Tipton Green close to Washwood Heath and west of St. Pauls?,Yes,no_change
Tipton Green,close,Washwood Heath,west,St. Pauls,"Tipton Green is close Washwood Heath, west St. Pauls",Is Washwood Heath distant to Tipton Green and west of St. Pauls?,No,flip_place_replace_distance
Tipton Green,distant,Sherbourne Warwickshire,north,Old Warley,"Tipton Green is distant Sherbourne Warwickshire, north Old Warley",Is Tipton Green distant to Sherbourne Warwickshire and north of Old Warley?,Yes,no_change
Tipton Green,distant,Sherbourne Warwickshire,north,Old Warley,"Tipton Green is distant Sherbourne Warwickshire, north Old Warley",Is Tipton Green close to Sherbourne Warwickshire and north of Old Warley?,No,replace_distance
Tipton Green,far,Blackrod,east,Penn,"Tipton Green is far Blackrod, east Penn",Is Tipton Green far to Blackrod and east of Penn?,Yes,no_change
Tipton Green,far,Blackrod,east,Penn,"Tipton Green is far Blackrod, east Penn",Is Tipton Green far to Blackrod and west of Penn?,No,replace_direction
Aldridge Central and South,near,Kingstanding,south,Rotherham West,"Aldridge Central and South is near Kingstanding, south Rotherham West",Is Aldridge Central and South near to Kingstanding and south of Rotherham West?,Yes,no_change
Aldridge Central and South,near,Kingstanding,south,Rotherham West,"Aldridge Central and South is near Kingstanding, south Rotherham West",Is Aldridge Central and South near to Kingstanding and north of Rotherham West?,No,replace_direction
Aldridge Central and South,close,Soho,east,Graiseley,"Aldridge Central and South is close Soho, east Graiseley",Is Aldridge Central and South close to Soho and east of Graiseley?,Yes,no_change
Aldridge Central and South,close,Soho,east,Graiseley,"Aldridge Central and South is close Soho, east Graiseley",Is Aldridge Central and South distant to Soho and east of Graiseley?,No,replace_distance
Aldridge Central and South,distant,Radford,west,St. Michael's,"Aldridge Central and South is distant Radford, west St. Michael's",Is Aldridge Central and South distant to Radford and west of St. Michael's?,Yes,no_change
Aldridge Central and South,distant,Radford,west,St. Michael's,"Aldridge Central and South is distant Radford, west St. Michael's",Is Aldridge Central and South close to Radford and west of St. Michael's?,No,replace_distance
Aldridge Central and South,far,Knotty Ash,north,Erdington,"Aldridge Central and South is far Knotty Ash, north Erdington",Is Aldridge Central and South far to Knotty Ash and north of Erdington?,Yes,no_change
Aldridge Central and South,far,Knotty Ash,north,Erdington,"Aldridge Central and South is far Knotty Ash, north Erdington",Is Aldridge Central and South far to Knotty Ash and south of Erdington?,No,replace_direction
Halesowen South,near,Longbridge,south,Colne Valley,"Halesowen South is near Longbridge, south Colne Valley",Is Halesowen South near to Longbridge and south of Colne Valley?,Yes,no_change
Halesowen South,near,Longbridge,south,Colne Valley,"Halesowen South is near Longbridge, south Colne Valley",Is Halesowen South near to Longbridge and north of Colne Valley?,No,replace_direction
Halesowen South,close,Short Heath,west,Henley,"Halesowen South is close Short Heath, west Henley",Is Halesowen South close to Short Heath and west of Henley?,Yes,no_change
Halesowen South,close,Short Heath,west,Henley,"Halesowen South is close Short Heath, west Henley",Is Halesowen South distant to Short Heath and west of Henley?,No,replace_distance
Halesowen South,distant,Wainbody,east,Kingswinford South,"Halesowen South is distant Wainbody, east Kingswinford South",Is Halesowen South distant to Wainbody and east of Kingswinford South?,Yes,no_change
Halesowen South,distant,Wainbody,east,Kingswinford South,"Halesowen South is distant Wainbody, east Kingswinford South",Is Halesowen South close to Wainbody and east of Kingswinford South?,No,replace_distance
Halesowen South,far,Spotland and Falinge,north,Northfield,"Halesowen South is far Spotland and Falinge, north Northfield",Is Halesowen South far to Spotland and Falinge and north of Northfield?,Yes,no_change
Halesowen South,far,Spotland and Falinge,north,Northfield,"Halesowen South is far Spotland and Falinge, north Northfield",Is Spotland and Falinge near to Halesowen South and north of Northfield?,No,flip_place_replace_distance
Davenport and Cale Green,near,Hazel Grove,east,Ravenmeols,"Davenport and Cale Green is near Hazel Grove, east Ravenmeols",Is Davenport and Cale Green near to Hazel Grove and east of Ravenmeols?,Yes,no_change
Davenport and Cale Green,near,Hazel Grove,east,Ravenmeols,"Davenport and Cale Green is near Hazel Grove, east Ravenmeols",Is Davenport and Cale Green far to Hazel Grove and east of Ravenmeols?,No,replace_distance
Davenport and Cale Green,close,Royton North,west,Darton West,"Davenport and Cale Green is close Royton North, west Darton West",Is Davenport and Cale Green close to Royton North and west of Darton West?,Yes,no_change
Davenport and Cale Green,close,Royton North,west,Darton West,"Davenport and Cale Green is close Royton North, west Darton West",Is Royton North distant to Davenport and Cale Green and west of Darton West?,No,flip_place_replace_distance
Davenport and Cale Green,distant,Douglas,north,Soho and Victoria,"Davenport and Cale Green is distant Douglas, north Soho and Victoria",Is Davenport and Cale Green distant to Douglas and north of Soho and Victoria?,Yes,no_change
Davenport and Cale Green,distant,Douglas,north,Soho and Victoria,"Davenport and Cale Green is distant Douglas, north Soho and Victoria",Is Douglas close to Davenport and Cale Green and north of Soho and Victoria?,No,flip_place_replace_distance
Davenport and Cale Green,far,Southwick,south,Crompton,"Davenport and Cale Green is far Southwick, south Crompton",Is Davenport and Cale Green far to Southwick and south of Crompton?,Yes,no_change
Davenport and Cale Green,far,Southwick,south,Crompton,"Davenport and Cale Green is far Southwick, south Crompton",Is Southwick near to Davenport and Cale Green and south of Crompton?,No,flip_place_replace_distance
Spring Vale,near,St. James's,south,Fallings Park,"Spring Vale is near St. James's, south Fallings Park",Is Spring Vale near to St. James's and south of Fallings Park?,Yes,no_change
Spring Vale,near,St. James's,south,Fallings Park,"Spring Vale is near St. James's, south Fallings Park",Is Spring Vale far to St. James's and south of Fallings Park?,No,replace_distance
Spring Vale,close,Sutton Four Oaks,west,Soho,"Spring Vale is close Sutton Four Oaks, west Soho",Is Spring Vale close to Sutton Four Oaks and west of Soho?,Yes,no_change
Spring Vale,close,Sutton Four Oaks,west,Soho,"Spring Vale is close Sutton Four Oaks, west Soho",Is Spring Vale close to Sutton Four Oaks and east of Soho?,No,replace_direction
Spring Vale,distant,Upper Stoke,east,Blakenhall,"Spring Vale is distant Upper Stoke, east Blakenhall",Is Spring Vale distant to Upper Stoke and east of Blakenhall?,Yes,no_change
Spring Vale,distant,Upper Stoke,east,Blakenhall,"Spring Vale is distant Upper Stoke, east Blakenhall",Is Upper Stoke close to Spring Vale and east of Blakenhall?,No,flip_place_replace_distance
Spring Vale,far,Timperley,north,Belle Vale,"Spring Vale is far Timperley, north Belle Vale",Is Spring Vale far to Timperley and north of Belle Vale?,Yes,no_change
Spring Vale,far,Timperley,north,Belle Vale,"Spring Vale is far Timperley, north Belle Vale",Is Spring Vale near to Timperley and north of Belle Vale?,No,replace_distance
Sedgley,near,St. James's,west,Henley,"Sedgley is near St. James's, west Henley",Is Sedgley near to St. James's and west of Henley?,Yes,no_change
Sedgley,near,St. James's,west,Henley,"Sedgley is near St. James's, west Henley",Is Sedgley near to St. James's and east of Henley?,No,replace_direction
Sedgley,close,Tyldesley,south,Camperdown,"Sedgley is close Tyldesley, south Camperdown",Is Sedgley close to Tyldesley and south of Camperdown?,Yes,no_change
Sedgley,close,Tyldesley,south,Camperdown,"Sedgley is close Tyldesley, south Camperdown",Is Sedgley close to Tyldesley and north of Camperdown?,No,replace_direction
Sedgley,distant,Warbreck,east,Litherland,"Sedgley is distant Warbreck, east Litherland",Is Sedgley distant to Warbreck and east of Litherland?,Yes,no_change
Sedgley,distant,Warbreck,east,Litherland,"Sedgley is distant Warbreck, east Litherland",Is Sedgley distant to Warbreck and west of Litherland?,No,replace_direction
Sedgley,far,South Jesmond,north,Whalley Range,"Sedgley is far South Jesmond, north Whalley Range",Is Sedgley far to South Jesmond and north of Whalley Range?,Yes,no_change
Sedgley,far,South Jesmond,north,Whalley Range,"Sedgley is far South Jesmond, north Whalley Range",Is Sedgley near to South Jesmond and north of Whalley Range?,No,replace_distance
Chirton,near,Monkton,north,Blakenall,"Chirton is near Monkton, north Blakenall",Is Chirton near to Monkton and north of Blakenall?,Yes,no_change
Chirton,near,Monkton,north,Blakenall,"Chirton is near Monkton, north Blakenall",Is Chirton far to Monkton and north of Blakenall?,No,replace_distance
Chirton,close,Newburn,east,Ryton Crookhill and Stella,"Chirton is close Newburn, east Ryton Crookhill and Stella",Is Chirton close to Newburn and east of Ryton Crookhill and Stella?,Yes,no_change
Chirton,close,Newburn,east,Ryton Crookhill and Stella,"Chirton is close Newburn, east Ryton Crookhill and Stella",Is Chirton close to Newburn and west of Ryton Crookhill and Stella?,No,replace_direction
Chirton,distant,Crawcrook and Greenside,west,Preston,"Chirton is distant Crawcrook and Greenside, west Preston",Is Chirton distant to Crawcrook and Greenside and west of Preston?,Yes,no_change
Chirton,distant,Crawcrook and Greenside,west,Preston,"Chirton is distant Crawcrook and Greenside, west Preston",Is Chirton close to Crawcrook and Greenside and west of Preston?,No,replace_distance
Chirton,far,Great Bridge,south,Collingwood,"Chirton is far Great Bridge, south Collingwood",Is Chirton far to Great Bridge and south of Collingwood?,Yes,no_change
Chirton,far,Great Bridge,south,Collingwood,"Chirton is far Great Bridge, south Collingwood",Is Great Bridge near to Chirton and south of Collingwood?,No,flip_place_replace_distance
Central,near,Royston,north,Coseley East,"Central is near Royston, north Coseley East",Is Central near to Royston and north of Coseley East?,Yes,no_change
Central,near,Royston,north,Coseley East,"Central is near Royston, north Coseley East",Is Royston far to Central and north of Coseley East?,No,flip_place_replace_distance
Central,close,Dewsbury West,west,North Heywood,"Central is close Dewsbury West, west North Heywood",Is Central close to Dewsbury West and west of North Heywood?,Yes,no_change
Central,close,Dewsbury West,west,North Heywood,"Central is close Dewsbury West, west North Heywood",Is Central close to Dewsbury West and east of North Heywood?,No,replace_direction
Central,distant,Saddleworth North,south,Byker,"Central is distant Saddleworth North, south Byker",Is Central distant to Saddleworth North and south of Byker?,Yes,no_change
Central,distant,Saddleworth North,south,Byker,"Central is distant Saddleworth North, south Byker",Is Central distant to Saddleworth North and north of Byker?,No,replace_direction
Central,far,Tuebrook and Stoneycroft,east,Liscard,"Central is far Tuebrook and Stoneycroft, east Liscard",Is Central far to Tuebrook and Stoneycroft and east of Liscard?,Yes,no_change
Central,far,Tuebrook and Stoneycroft,east,Liscard,"Central is far Tuebrook and Stoneycroft, east Liscard",Is Central near to Tuebrook and Stoneycroft and east of Liscard?,No,replace_distance
Hateley Heath,near,Rowley,south,Moss Side,"Hateley Heath is near Rowley, south Moss Side",Is Hateley Heath near to Rowley and south of Moss Side?,Yes,no_change
Hateley Heath,near,Rowley,south,Moss Side,"Hateley Heath is near Rowley, south Moss Side",Is Hateley Heath far to Rowley and south of Moss Side?,No,replace_distance
Hateley Heath,close,Netherton Woodside and St. Andrews,west,Longford,"Hateley Heath is close Netherton Woodside and St. Andrews, west Longford",Is Hateley Heath close to Netherton Woodside and St. Andrews and west of Longford?,Yes,no_change
Hateley Heath,close,Netherton Woodside and St. Andrews,west,Longford,"Hateley Heath is close Netherton Woodside and St. Andrews, west Longford",Is Hateley Heath distant to Netherton Woodside and St. Andrews and west of Longford?,No,replace_distance
Hateley Heath,distant,Henley,north,Shirley West,"Hateley Heath is distant Henley, north Shirley West",Is Hateley Heath distant to Henley and north of Shirley West?,Yes,no_change
Hateley Heath,distant,Henley,north,Shirley West,"Hateley Heath is distant Henley, north Shirley West",Is Hateley Heath close to Henley and north of Shirley West?,No,replace_distance
Hateley Heath,far,Woolton,east,St. Thomas's,"Hateley Heath is far Woolton, east St. Thomas's",Is Hateley Heath far to Woolton and east of St. Thomas's?,Yes,no_change
Hateley Heath,far,Woolton,east,St. Thomas's,"Hateley Heath is far Woolton, east St. Thomas's",Is Hateley Heath far to Woolton and west of St. Thomas's?,No,replace_direction
Shard End,near,Tyburn,south,Ouseburn,"Shard End is near Tyburn, south Ouseburn",Is Shard End near to Tyburn and south of Ouseburn?,Yes,no_change
Shard End,near,Tyburn,south,Ouseburn,"Shard End is near Tyburn, south Ouseburn",Is Shard End far to Tyburn and south of Ouseburn?,No,replace_distance
Shard End,close,Wainbody,west,Bablake,"Shard End is close Wainbody, west Bablake",Is Shard End close to Wainbody and west of Bablake?,Yes,no_change
Shard End,close,Wainbody,west,Bablake,"Shard End is close Wainbody, west Bablake",Is Wainbody distant to Shard End and west of Bablake?,No,flip_place_replace_distance
Shard End,distant,Wollaston and Stourbridge Town,east,Northfield,"Shard End is distant Wollaston and Stourbridge Town, east Northfield",Is Shard End distant to Wollaston and Stourbridge Town and east of Northfield?,Yes,no_change
Shard End,distant,Wollaston and Stourbridge Town,east,Northfield,"Shard End is distant Wollaston and Stourbridge Town, east Northfield",Is Wollaston and Stourbridge Town close to Shard End and east of Northfield?,No,flip_place_replace_distance
Shard End,far,Yew Tree,north,Meriden West Midlands,"Shard End is far Yew Tree, north Meriden West Midlands",Is Shard End far to Yew Tree and north of Meriden West Midlands?,Yes,no_change
Shard End,far,Yew Tree,north,Meriden West Midlands,"Shard End is far Yew Tree, north Meriden West Midlands",Is Shard End far to Yew Tree and south of Meriden West Midlands?,No,replace_direction
Northumberland,near,Weetslade,north,Flixton,"Northumberland is near Weetslade, north Flixton",Is Northumberland near to Weetslade and north of Flixton?,Yes,no_change
Northumberland,near,Weetslade,north,Flixton,"Northumberland is near Weetslade, north Flixton",Is Weetslade far to Northumberland and north of Flixton?,No,flip_place_replace_distance
Northumberland,close,Washington West,east,Lemington,"Northumberland is close Washington West, east Lemington",Is Northumberland close to Washington West and east of Lemington?,Yes,no_change
Northumberland,close,Washington West,east,Lemington,"Northumberland is close Washington West, east Lemington",Is Northumberland distant to Washington West and east of Lemington?,No,replace_distance
Northumberland,far,Winstanley,west,Whitburn and Marsden,"Northumberland is far Winstanley, west Whitburn and Marsden",Is Northumberland far to Winstanley and west of Whitburn and Marsden?,Yes,no_change
Northumberland,far,Winstanley,west,Whitburn and Marsden,"Northumberland is far Winstanley, west Whitburn and Marsden",Is Northumberland far to Winstanley and east of Whitburn and Marsden?,No,replace_direction
Oxton,near,Wallasey,west,Stockbridge,"Oxton is near Wallasey, west Stockbridge",Is Oxton near to Wallasey and west of Stockbridge?,Yes,no_change
Oxton,near,Wallasey,west,Stockbridge,"Oxton is near Wallasey, west Stockbridge",Is Wallasey far to Oxton and west of Stockbridge?,No,flip_place_replace_distance
Oxton,close,St. Michael's,south,Monkseaton North,"Oxton is close St. Michael's, south Monkseaton North",Is Oxton close to St. Michael's and south of Monkseaton North?,Yes,no_change
Oxton,close,St. Michael's,south,Monkseaton North,"Oxton is close St. Michael's, south Monkseaton North",Is St. Michael's distant to Oxton and south of Monkseaton North?,No,flip_place_replace_distance
Oxton,distant,Standish with Langtree,north,Aston,"Oxton is distant Standish with Langtree, north Aston",Is Oxton distant to Standish with Langtree and north of Aston?,Yes,no_change
Oxton,distant,Standish with Langtree,north,Aston,"Oxton is distant Standish with Langtree, north Aston",Is Oxton distant to Standish with Langtree and south of Aston?,No,replace_direction
Oxton,far,Thornton and Allerton,east,Upton,"Oxton is far Thornton and Allerton, east Upton",Is Oxton far to Thornton and Allerton and east of Upton?,Yes,no_change
Oxton,far,Thornton and Allerton,east,Upton,"Oxton is far Thornton and Allerton, east Upton",Is Oxton far to Thornton and Allerton and west of Upton?,No,replace_direction
Castle,near,Kenton,north,East Park,"Castle is near Kenton, north East Park",Is Castle near to Kenton and north of East Park?,Yes,no_change
Castle,near,Kenton,north,East Park,"Castle is near Kenton, north East Park",Is Castle near to Kenton and south of East Park?,No,replace_direction
Castle,close,Riverside,west,West Park,"Castle is close Riverside, west West Park",Is Castle close to Riverside and west of West Park?,Yes,no_change
Castle,close,Riverside,west,West Park,"Castle is close Riverside, west West Park",Is Castle close to Riverside and east of West Park?,No,replace_direction
Irwell Riverside,near,St. Mary's,east,West Kirby and Thurstaston,"Irwell Riverside is near St. Mary's, east West Kirby and Thurstaston",Is Irwell Riverside near to St. Mary's and east of West Kirby and Thurstaston?,Yes,no_change
Irwell Riverside,near,St. Mary's,east,West Kirby and Thurstaston,"Irwell Riverside is near St. Mary's, east West Kirby and Thurstaston",Is Irwell Riverside near to St. Mary's and west of West Kirby and Thurstaston?,No,replace_direction
Irwell Riverside,close,North Middleton,north,Stretford,"Irwell Riverside is close North Middleton, north Stretford",Is Irwell Riverside close to North Middleton and north of Stretford?,Yes,no_change
Irwell Riverside,close,North Middleton,north,Stretford,"Irwell Riverside is close North Middleton, north Stretford",Is North Middleton distant to Irwell Riverside and north of Stretford?,No,flip_place_replace_distance
Irwell Riverside,distant,Morley West Yorkshire,west,Rossington,"Irwell Riverside is distant Morley West Yorkshire, west Rossington",Is Irwell Riverside distant to Morley West Yorkshire and west of Rossington?,Yes,no_change
Irwell Riverside,distant,Morley West Yorkshire,west,Rossington,"Irwell Riverside is distant Morley West Yorkshire, west Rossington",Is Irwell Riverside close to Morley West Yorkshire and west of Rossington?,No,replace_distance
Irwell Riverside,far,Shirley East,south,Ryhope,"Irwell Riverside is far Shirley East, south Ryhope",Is Irwell Riverside far to Shirley East and south of Ryhope?,Yes,no_change
Irwell Riverside,far,Shirley East,south,Ryhope,"Irwell Riverside is far Shirley East, south Ryhope",Is Shirley East near to Irwell Riverside and south of Ryhope?,No,flip_place_replace_distance
Mossley Hill,near,Roby,west,North East,"Mossley Hill is near Roby, west North East",Is Mossley Hill near to Roby and west of North East?,Yes,no_change
Mossley Hill,near,Roby,west,North East,"Mossley Hill is near Roby, west North East",Is Mossley Hill far to Roby and west of North East?,No,replace_distance
Mossley Hill,close,Seacombe,south,Molyneux,"Mossley Hill is close Seacombe, south Molyneux",Is Mossley Hill close to Seacombe and south of Molyneux?,Yes,no_change
Mossley Hill,close,Seacombe,south,Molyneux,"Mossley Hill is close Seacombe, south Molyneux",Is Mossley Hill distant to Seacombe and south of Molyneux?,No,replace_distance
Mossley Hill,distant,Radcliffe West,north,Kingstanding,"Mossley Hill is distant Radcliffe West, north Kingstanding",Is Mossley Hill distant to Radcliffe West and north of Kingstanding?,Yes,no_change
Mossley Hill,distant,Radcliffe West,north,Kingstanding,"Mossley Hill is distant Radcliffe West, north Kingstanding",Is Mossley Hill close to Radcliffe West and north of Kingstanding?,No,replace_distance
Mossley Hill,far,Wednesfield North,east,Rock Ferry,"Mossley Hill is far Wednesfield North, east Rock Ferry",Is Mossley Hill far to Wednesfield North and east of Rock Ferry?,Yes,no_change
Mossley Hill,far,Wednesfield North,east,Rock Ferry,"Mossley Hill is far Wednesfield North, east Rock Ferry",Is Mossley Hill far to Wednesfield North and west of Rock Ferry?,No,replace_direction
Queensbury,near,Thornton and Allerton,north,Denton West,"Queensbury is near Thornton and Allerton, north Denton West",Is Queensbury near to Thornton and Allerton and north of Denton West?,Yes,no_change
Queensbury,near,Thornton and Allerton,north,Denton West,"Queensbury is near Thornton and Allerton, north Denton West",Is Queensbury far to Thornton and Allerton and north of Denton West?,No,replace_distance
Queensbury,close,Baildon,south,Northumberland,"Queensbury is close Baildon, south Northumberland",Is Queensbury close to Baildon and south of Northumberland?,Yes,no_change
Queensbury,close,Baildon,south,Northumberland,"Queensbury is close Baildon, south Northumberland",Is Queensbury close to Baildon and north of Northumberland?,No,replace_direction
Queensbury,distant,Weaste and Seedley,west,Cleckheaton,"Queensbury is distant Weaste and Seedley, west Cleckheaton",Is Queensbury distant to Weaste and Seedley and west of Cleckheaton?,Yes,no_change
Queensbury,distant,Weaste and Seedley,west,Cleckheaton,"Queensbury is distant Weaste and Seedley, west Cleckheaton",Is Weaste and Seedley close to Queensbury and west of Cleckheaton?,No,flip_place_replace_distance
Queensbury,far,Halewood,east,Spotland and Falinge,"Queensbury is far Halewood, east Spotland and Falinge",Is Queensbury far to Halewood and east of Spotland and Falinge?,Yes,no_change
Queensbury,far,Halewood,east,Spotland and Falinge,"Queensbury is far Halewood, east Spotland and Falinge",Is Queensbury far to Halewood and west of Spotland and Falinge?,No,replace_direction
Hebburn South,near,North Heaton,north,Stocksbridge & Upper Don,"Hebburn South is near North Heaton, north Stocksbridge & Upper Don",Is Hebburn South near to North Heaton and north of Stocksbridge & Upper Don?,Yes,no_change
Hebburn South,near,North Heaton,north,Stocksbridge & Upper Don,"Hebburn South is near North Heaton, north Stocksbridge & Upper Don",Is Hebburn South near to North Heaton and south of Stocksbridge & Upper Don?,No,replace_direction
Hebburn South,close,Blakelaw and North Fenham,east,Ouseburn,"Hebburn South is close Blakelaw and North Fenham, east Ouseburn",Is Hebburn South close to Blakelaw and North Fenham and east of Ouseburn?,Yes,no_change
Hebburn South,close,Blakelaw and North Fenham,east,Ouseburn,"Hebburn South is close Blakelaw and North Fenham, east Ouseburn",Is Blakelaw and North Fenham distant to Hebburn South and east of Ouseburn?,No,flip_place_replace_distance
Hebburn South,far,West Park,south,Monkseaton North,"Hebburn South is far West Park, south Monkseaton North",Is Hebburn South far to West Park and south of Monkseaton North?,Yes,no_change
Hebburn South,far,West Park,south,Monkseaton North,"Hebburn South is far West Park, south Monkseaton North",Is Hebburn South near to West Park and south of Monkseaton North?,No,replace_distance
Clayton and Fairweather Green,near,Toller,north,Manor,"Clayton and Fairweather Green is near Toller, north Manor",Is Clayton and Fairweather Green near to Toller and north of Manor?,Yes,no_change
Clayton and Fairweather Green,near,Toller,north,Manor,"Clayton and Fairweather Green is near Toller, north Manor",Is Clayton and Fairweather Green far to Toller and north of Manor?,No,replace_distance
Clayton and Fairweather Green,close,Ryburn,east,Wardle and West Littleborough,"Clayton and Fairweather Green is close Ryburn, east Wardle and West Littleborough",Is Clayton and Fairweather Green close to Ryburn and east of Wardle and West Littleborough?,Yes,no_change
Clayton and Fairweather Green,close,Ryburn,east,Wardle and West Littleborough,"Clayton and Fairweather Green is close Ryburn, east Wardle and West Littleborough",Is Clayton and Fairweather Green distant to Ryburn and east of Wardle and West Littleborough?,No,replace_distance
Clayton and Fairweather Green,distant,Mexborough,south,South Heaton,"Clayton and Fairweather Green is distant Mexborough, south South Heaton",Is Clayton and Fairweather Green distant to Mexborough and south of South Heaton?,Yes,no_change
Clayton and Fairweather Green,distant,Mexborough,south,South Heaton,"Clayton and Fairweather Green is distant Mexborough, south South Heaton",Is Mexborough close to Clayton and Fairweather Green and south of South Heaton?,No,flip_place_replace_distance
Clayton and Fairweather Green,far,Heswall,west,Normanton West Yorkshire,"Clayton and Fairweather Green is far Heswall, west Normanton West Yorkshire",Is Clayton and Fairweather Green far to Heswall and west of Normanton West Yorkshire?,Yes,no_change
Clayton and Fairweather Green,far,Heswall,west,Normanton West Yorkshire,"Clayton and Fairweather Green is far Heswall, west Normanton West Yorkshire",Is Clayton and Fairweather Green near to Heswall and west of Normanton West Yorkshire?,No,replace_distance
Bickenhill,near,Meriden West Midlands,south,Derby,"Bickenhill is near Meriden West Midlands, south Derby",Is Bickenhill near to Meriden West Midlands and south of Derby?,Yes,no_change
Bickenhill,near,Meriden West Midlands,south,Derby,"Bickenhill is near Meriden West Midlands, south Derby",Is Bickenhill far to Meriden West Midlands and south of Derby?,No,replace_distance
Bickenhill,close,Finstall,east,Bournville,"Bickenhill is close Finstall, east Bournville",Is Bickenhill close to Finstall and east of Bournville?,Yes,no_change
Bickenhill,close,Finstall,east,Bournville,"Bickenhill is close Finstall, east Bournville",Is Bickenhill close to Finstall and west of Bournville?,No,replace_direction
Bickenhill,distant,Doxey,west,Holbrook,"Bickenhill is distant Doxey, west Holbrook",Is Bickenhill distant to Doxey and west of Holbrook?,Yes,no_change
Bickenhill,distant,Doxey,west,Holbrook,"Bickenhill is distant Doxey, west Holbrook",Is Bickenhill close to Doxey and west of Holbrook?,No,replace_distance
Bickenhill,far,Orgreave South Yorkshire,north,Dorridge and Hockley Heath,"Bickenhill is far Orgreave South Yorkshire, north Dorridge and Hockley Heath",Is Bickenhill far to Orgreave South Yorkshire and north of Dorridge and Hockley Heath?,Yes,no_change
Bickenhill,far,Orgreave South Yorkshire,north,Dorridge and Hockley Heath,"Bickenhill is far Orgreave South Yorkshire, north Dorridge and Hockley Heath",Is Bickenhill far to Orgreave South Yorkshire and south of Dorridge and Hockley Heath?,No,replace_direction
Breightmet,near,Hulton,north,Burnage,"Breightmet is near Hulton, north Burnage",Is Breightmet near to Hulton and north of Burnage?,Yes,no_change
Breightmet,near,Hulton,north,Burnage,"Breightmet is near Hulton, north Burnage",Is Breightmet near to Hulton and south of Burnage?,No,replace_direction
Breightmet,close,Irlam,east,Heswall,"Breightmet is close Irlam, east Heswall",Is Breightmet close to Irlam and east of Heswall?,Yes,no_change
Breightmet,close,Irlam,east,Heswall,"Breightmet is close Irlam, east Heswall",Is Irlam distant to Breightmet and east of Heswall?,No,flip_place_replace_distance
Breightmet,distant,Lindley,west,Kippax West Yorkshire,"Breightmet is distant Lindley, west Kippax West Yorkshire",Is Breightmet distant to Lindley and west of Kippax West Yorkshire?,Yes,no_change
Breightmet,distant,Lindley,west,Kippax West Yorkshire,"Breightmet is distant Lindley, west Kippax West Yorkshire",Is Breightmet distant to Lindley and east of Kippax West Yorkshire?,No,replace_direction
Breightmet,far,Dene,south,Northumberland,"Breightmet is far Dene, south Northumberland",Is Breightmet far to Dene and south of Northumberland?,Yes,no_change
Breightmet,far,Dene,south,Northumberland,"Breightmet is far Dene, south Northumberland",Is Breightmet near to Dene and south of Northumberland?,No,replace_distance
Chorlton,near,Priory,west,Crofton Ryhill and Walton,"Chorlton is near Priory, west Crofton Ryhill and Walton",Is Chorlton near to Priory and west of Crofton Ryhill and Walton?,Yes,no_change
Chorlton,near,Priory,west,Crofton Ryhill and Walton,"Chorlton is near Priory, west Crofton Ryhill and Walton",Is Priory far to Chorlton and west of Crofton Ryhill and Walton?,No,flip_place_replace_distance
Chorlton,close,Royton North,south,Ryhope,"Chorlton is close Royton North, south Ryhope",Is Chorlton close to Royton North and south of Ryhope?,Yes,no_change
Chorlton,close,Royton North,south,Ryhope,"Chorlton is close Royton North, south Ryhope",Is Chorlton close to Royton North and north of Ryhope?,No,replace_direction
Chorlton,distant,Clubmoor,north,Olton,"Chorlton is distant Clubmoor, north Olton",Is Chorlton distant to Clubmoor and north of Olton?,Yes,no_change
Chorlton,distant,Clubmoor,north,Olton,"Chorlton is distant Clubmoor, north Olton",Is Chorlton close to Clubmoor and north of Olton?,No,replace_distance
Chorlton,far,Princes End,east,Eccleston St Helens,"Chorlton is far Princes End, east Eccleston St Helens",Is Chorlton far to Princes End and east of Eccleston St Helens?,Yes,no_change
